title,title_url,info,img_url
报告：全球疫情催生573位亿万富翁 却让2.63亿人陷入极度贫困,http://language.chinadaily.com.cn/a/202205/25/WS628df7e4a310fd2b29e5ef4e.html,新冠疫情期间每30个小时就有一位新的亿万富翁诞生，而2022年每33个小时就有近100万人正陷入极度贫困。,http://img2.chinadaily.com.cn/images/202205/25/628df942a310fd2bec8b4a69.jpeg
受新冠疫情影响，美国人均储蓄较去年下降超1万美元,http://language.chinadaily.com.cn/a/202205/25/WS628de98ca310fd2b29e5eefa.html,研究显示，60%的美国成年人表示，新冠疫情给他们的财务状况带来了“非常严重的打击”。,http://img2.chinadaily.com.cn/images/202205/25/628de98ca310fd2bec8b4758.jpeg
每日新闻播报（May 25）,http://language.chinadaily.com.cn/a/202205/25/WS628de83ca310fd2b29e5eeee.html,今日播报内容：两办印发乡村建设行动实施方案；青藏高原等区域将新设一批国家公园。,http://img2.chinadaily.com.cn/images/202205/25/628de83ca310fd2bec8b4687.jpeg
美好的回忆 长久的友谊——习近平与艾奥瓦友人的故事,http://language.chinadaily.com.cn/a/202205/25/WS628dbffda310fd2b29e5ee56.html,"""他拿出了1985年的访美日程表，侃侃而谈当年的很多事，称呼我们'老朋友'，所有人他都还记得，”布兰斯塔德说。",http://img2.chinadaily.com.cn/images/202205/26/628f1caaa310fd2bec8b851f.jpeg
每日一词∣软件和信息技术服务业 software and information technology sector,http://language.chinadaily.com.cn/a/202205/25/WS628da641a310fd2b29e5ee37.html,5月23日，工信部公布数据显示，今年1-4月我国软件和信息技术服务业（下称“软件业”）运行态势平稳。从总体上看，1-4月我国软件业务收入27735亿元，同比增长10.8%。,http://img2.chinadaily.com.cn/images/202205/25/628da641a310fd2bec8b3516.jpeg
加快建设全国统一大市场将为经济发展扫清“障碍”,http://language.chinadaily.com.cn/a/202205/20/WS62874ec4a310fd2b29e5e0df.html,建设全国统一大市场能充分发挥市场在资源配置中的决定性作用，为各类市场主体提供更优质发展环境和更大发展舞台。,http://img2.chinadaily.com.cn/images/202205/20/62874ec4a310fd2bec8a42d8.jpeg
每日新闻播报（May 20）,http://language.chinadaily.com.cn/a/202205/20/WS62873121a310fd2b29e5e075.html,今日播报内容：我国九成以上博物馆免费开放；500万共享单车装上北斗芯片；白皮书:中国仍是美企首选市场；美报告180例不明病因儿童肝炎病例。,http://img2.chinadaily.com.cn/images/202205/20/62873121a310fd2bec8a3af7.jpeg
美联储不顾世界加息，美国做事一向是强盗逻辑 | 小象漫评,http://language.chinadaily.com.cn/a/202205/20/WS628704aea310fd2b29e5e003.html,美联储宣布加息，使全球资金回流美国，害苦了新兴经济体。这就是美国做事的逻辑，从来都是只顾自己，完全无视其它国家的利益。,http://img2.chinadaily.com.cn/images/202205/20/628704aea310fd2bec8a2fb8.jpeg
研究：气候变化将让印度和巴基斯坦超级热浪发生率增加100倍,http://language.chinadaily.com.cn/a/202205/20/WS6286da09a310fd2b29e5ddc3.html,近日印度西北部和巴基斯坦遭遇了罕见的超级热浪天气，气温逼近50摄氏度，学校被迫停课，居民只能待在室内或到河里游泳降温。,http://img2.chinadaily.com.cn/images/202205/20/6286da09a310fd2bec8a1743.jpeg
一课译词：死对头,http://language.chinadaily.com.cn/a/202205/19/WS62861078a310fd2b29e5dd27.html,“死对头”，汉语词语，意思是指难以和解的仇敌。可以翻译为“deadly foe，sworn enemy或mortal enemy”等。,http://img2.chinadaily.com.cn/images/202205/19/628614e2a310fd2bec8a0bf9.jpeg
每日一词∣国际博物馆日 International Museum Day,http://language.chinadaily.com.cn/a/202205/19/WS6286000fa310fd2b29e5dccb.html,5月18日是“国际博物馆日”。数据显示，2021年我国博物馆接待观众7.79亿人次，线上展览和线上教育活动网络总浏览量超过41亿人次。,http://img2.chinadaily.com.cn/images/202205/19/6286000fa310fd2bec8a0750.png
多家国际金融机构预测：美国经济衰退难以避免,http://language.chinadaily.com.cn/a/202205/19/WS6285ffb6a310fd2b29e5dcc7.html,近日，包括富国银行、德意志银行、美国银行等金融机构纷纷预测，美国经济衰退难以避免。,http://img2.chinadaily.com.cn/images/202205/19/62860041a310fd2bec8a07af.jpeg
体检和看病时常用的英语表达,http://language.chinadaily.com.cn/a/202205/19/WS6285fbf0a310fd2b29e5dcaf.html,“血压测量”、“化验血”、“打点滴”用英语怎么说？,http://img2.chinadaily.com.cn/images/202205/19/6285fbf0a310fd2bec8a06a3.jpeg
每日新闻播报（May 19）,http://language.chinadaily.com.cn/a/202205/19/WS6285e172a310fd2b29e5dc45.html,今日播报内容：我国已建成5G基站近160万个；上海16个区全部实现社会面清零；前4月全国铁路开通新线581公里；麦当劳宣布退出俄罗斯。,http://img2.chinadaily.com.cn/images/202205/19/6285e172a310fd2bec8a001d.jpeg
为什么我们都是时间穷人？怎么办？,http://language.chinadaily.com.cn/a/202205/19/WS628598a8a310fd2b29e5da14.html,现在的人们感到时间比以往任何时候都紧迫。时间的贫困带走了我们的笑声，偷走了我们的喜悦，也消耗了我们的幸福。,http://img2.chinadaily.com.cn/images/202205/19/628598a8a310fd2bec89e2a9.jpeg
中国科学家研发新型隐形眼镜，可实时监测眼压辅助治疗青光眼,http://language.chinadaily.com.cn/a/202205/19/WS6285888aa310fd2b29e5d97a.html,这种柔性隐形眼镜无需电池，设计紧凑，或成为很有前景的青光眼治疗系统。,http://img2.chinadaily.com.cn/images/202205/19/6285888aa310fd2bec89dc9d.jpeg
一课译词：从容不迫,http://language.chinadaily.com.cn/a/202205/18/WS6284c98da310fd2b29e5d8cf.html,"“从容不迫”，汉语成语，意思是从容不迫指镇定沉着，形容遇事镇定自若，不慌不忙。可以翻译为“self-possessed，calm and unhurried”等。
",http://img2.chinadaily.com.cn/images/202205/18/6284c9eda310fd2bec89cfff.jpeg
每日一词∣特别提款权 Special Drawing Rights (SDR),http://language.chinadaily.com.cn/a/202205/18/WS6284b599a310fd2b29e5d8bb.html,国际货币基金组织（IMF）5月14日宣布，已完成五年一次的特别提款权（SDR）定值审查，将人民币在特别提款权（SDR）货币篮子中的权重从10.92%上调至12.28%。,http://img2.chinadaily.com.cn/images/202205/18/6284b599a310fd2bec89cde9.jpeg
2022年《美国企业在中国》白皮书发布：中国仍是美企首选市场,http://language.chinadaily.com.cn/a/202205/18/WS6284b1c7a310fd2b29e5d8a2.html,中国美国商会日前发布白皮书称，中国仍然是美国企业的首选市场，83%的企业报告称没有将制造或采购转移出中国的打算。,http://img2.chinadaily.com.cn/images/202205/18/6284b1c7a310fd2bec89cc14.jpeg
每日新闻播报（May 18）,http://language.chinadaily.com.cn/a/202205/18/WS62849d70a310fd2b29e5d831.html,"今日播报内容：中国若""躺平""代价有多大；我国高等教育毛入学率达到57.8%。",http://img2.chinadaily.com.cn/images/202205/18/62849df3a310fd2bec89c66d.jpeg
调查：人民币资产对全球投资者的吸引力日益强大,http://language.chinadaily.com.cn/a/202206/08/WS62a06836a310fd2b29e617c6.html,61.3%的受访境外金融机构表示将增加人民币计价金融资产的配置，较2020年的调查结果提升了9个百分点。,http://img2.chinadaily.com.cn/images/202206/08/62a06836a310fd2bec8e2993.jpeg
每日一词∣乡村振兴系列专题金融债rural-vitalization-themed financial bonds,http://language.chinadaily.com.cn/a/202206/08/WS62a0651ba310fd2b29e617bf.html,近日，国家开发银行发行80亿元乡村振兴系列专题金融债。国家开发银行表示，截至目前，该行已累计发行乡村振兴系列专题金融债180亿元。,http://img2.chinadaily.com.cn/images/202206/08/62a0651ba310fd2bec8e2846.jpeg
每日新闻播报（June 8）,http://language.chinadaily.com.cn/a/202206/08/WS62a04cc4a310fd2b29e61716.html,今日播报内容：2022年全国高考拉开大幕；中国青少年足球联赛正式落地。,http://img2.chinadaily.com.cn/images/202206/08/62a04cc4a310fd2bec8e1efd.jpeg
TED演讲：为什么你活得这么累？,http://language.chinadaily.com.cn/a/202206/08/WS629ffa13a310fd2b29e614f4.html,为什么你活得这么累？工作压力这么大？也许原因不在你。我们往往认为压力是一种结果，但Rob Cooke却认为，它其实是一种文化。,http://img2.chinadaily.com.cn/images/202206/08/629ffa96a310fd2bec8e0275.jpeg
世界最大规模：英国开始试行四天工作制,http://language.chinadaily.com.cn/a/202206/08/WS629fed92a310fd2b29e6144b.html,从本周一开始，70家英国公司的3300名员工开始试行为期四天的工作周，这是世界上有史以来规模最大的短工作周试点活动。,http://img2.chinadaily.com.cn/images/202206/08/629fed92a310fd2bec8df9b2.jpeg
缓解通胀压力！美商务部长称正研究取消部分对华关税,http://language.chinadaily.com.cn/a/202206/07/WS629f2104a310fd2b29e6138a.html,美国商务部长吉娜·雷蒙多6月5日在接受CNN采访时表示，拜登总统要求他的团队考虑取消部分对华关税，以缓解当前的高通胀。,http://img2.chinadaily.com.cn/images/202206/07/629f2104a310fd2bec8df055.jpeg
一课译词：聚精会神,http://language.chinadaily.com.cn/a/202206/07/WS629f1c71a310fd2b29e61389.html,“聚精会神”，汉语成语，形容专心致志，注意力高度集中的样子。可以翻译为“concentrate one's mind on”。,http://img2.chinadaily.com.cn/images/202206/08/62a043baa310fd2bec8e1dc0.jpeg
Head wind? 逆风,http://language.chinadaily.com.cn/a/202206/07/WS629f1495a310fd2b29e6137e.html,Head wind指的是逆风、顶头风，引申义为阻碍、障碍。,http://img2.chinadaily.com.cn/images/202206/07/629f1495a310fd2bec8dee63.jpeg
每日一词∣天宫空间站 Tiangong space station,http://language.chinadaily.com.cn/a/202206/07/WS629fee28a310fd2b29e61451.html,中国载人航天工程新闻发言人6月4日在新闻发布会上表示，天宫空间站可以部署25台科学实验柜进行空间科学实验。每台实验柜都是一个小型的太空实验室，可以支持开展单学科或多学科交叉的空间科学实验。,http://img2.chinadaily.com.cn/images/202206/08/629fee28a310fd2bec8df9e9.png
每日新闻播报（June 7）,http://language.chinadaily.com.cn/a/202206/07/WS629ef956a310fd2b29e61317.html,今日播报内容：神十四乘组顺利进驻天和核心舱；端午节假期国内近8000万人次出游。,http://img2.chinadaily.com.cn/images/202206/07/629ef956a310fd2bec8ddf6b.jpeg
喝咖啡还能顺便看中医，广州这家“中医养生咖啡馆”火了,http://language.chinadaily.com.cn/a/202206/07/WS629e950aa310fd2b29e60fe6.html,在许多人眼里，中医与咖啡毫不相关，但在广州一家咖啡馆却把两者合二为一，颇受客人认可。,http://img2.chinadaily.com.cn/images/202206/07/629e950aa310fd2bec8dadcb.jpeg
一课译词：慷慨激昂,http://language.chinadaily.com.cn/a/202206/06/WS629dd697a310fd2b29e60f7a.html,“慷慨激昂”，汉语成语，意思是精神振奋，情绪激昂。可以翻译为“be fervent and excited”。,http://img2.chinadaily.com.cn/images/202206/06/629ddf68a310fd2bec8da717.jpeg
每日新闻播报（June 6）,http://language.chinadaily.com.cn/a/202206/06/WS629dc5a0a310fd2b29e60f4f.html,今日播报内容：我国首部湿地保护法正式施行；两部门: 促进高校哲学社会科学高质量发展；美国医疗补助扩员计划即将终止；美枪击案后加拿大拟加强枪支管制。 ,http://img2.chinadaily.com.cn/images/202206/06/629dc5a0a310fd2bec8da49f.jpeg
每日一词∣湿地保护 wetlands protection,http://language.chinadaily.com.cn/a/202206/06/WS629dc21aa310fd2b29e60f43.html,6月1日，湿地保护法正式施行，这标志着我国湿地保护全面进入法治化轨道新阶段。国家对湿地实行分级管理，重要湿地依法纳入生态保护红线。,http://img2.chinadaily.com.cn/images/202206/06/629dc21aa310fd2bec8da35a.jpeg
专家：减征车辆购置税 全年销量预计可增200万台,http://language.chinadaily.com.cn/a/202206/06/WS629db2e1a310fd2b29e60f1d.html,自从财政部和税务总局上周宣布部分乘用车减半征收车辆购置税的优惠政策后，多家汽车厂商相继推出购置税减免优惠和补贴。,http://img2.chinadaily.com.cn/images/202206/06/629db2e1a310fd2bec8d9f25.jpeg
怎样用英语谈论童年经历？,http://language.chinadaily.com.cn/a/202206/06/WS629d9785a310fd2b29e60ebe.html,回忆儿时往事时常用的“小时候”、“打小”、“想当年”等有没有对应的英语说法？,http://img2.chinadaily.com.cn/images/202206/06/629d9785a310fd2bec8d9814.jpeg
快看：六月份即将上映的精彩新片,http://language.chinadaily.com.cn/a/202206/03/WS62995612a310fd2b29e60990.html,本月新上映的电影有哪些值得一看？BBC电影专家推荐你看《侏罗纪世界3》、《主竞赛》、《布赖恩和查尔斯》还有《光年正传》。,http://img2.chinadaily.com.cn/images/202206/03/62995612a310fd2bec8d21ea.jpeg
一课译词：错综复杂,http://language.chinadaily.com.cn/a/202206/02/WS62987f59a310fd2b29e608d1.html,“错综复杂”，意思是重复杂乱，形容头绪繁多，情况复杂，可以翻译为“very complicated或intricate and complex”等。,http://img2.chinadaily.com.cn/images/202206/02/62987fe1a310fd2bec8d169f.jpeg
增值税留抵退税政策扩围，再惠及7大行业,http://language.chinadaily.com.cn/a/202206/02/WS62987f2ea310fd2b29e608cd.html,"增值税留抵退税政策“扩围”纳入7个行业企业后,今年新增退税总额预计约1.64万亿元。",http://img2.chinadaily.com.cn/images/202206/02/62987f2ea310fd2bec8d1652.jpeg
每日一词∣中国儿童中心China National Children's Center,http://language.chinadaily.com.cn/a/202206/02/WS62987c21a310fd2b29e608c0.html,在中国儿童中心成立40周年之际，中共中央总书记、国家主席、中央军委主席习近平发来贺信，表示热烈的祝贺，并代表党中央向全国广大少年儿童致以节日的祝贺，祝小朋友们学习进步、快乐生活、茁壮成长。,http://img2.chinadaily.com.cn/images/202206/02/62987c21a310fd2bec8d15e8.jpeg
每日新闻播报（June 2）,http://language.chinadaily.com.cn/a/202206/02/WS6298523fa310fd2b29e60826.html,今日播报内容：国务院发布扎实稳住经济的一揽子政策措施；国务院联防联控机制:精准规范开展消毒；6月1日起部分乘用车购置税减半；白鹤滩水电站百万千瓦机组投产过半。,http://img2.chinadaily.com.cn/images/202206/02/6298523fa310fd2bec8d0a8c.jpeg
世卫组织：全球30个国家和地区报告550多例猴痘病例,http://language.chinadaily.com.cn/a/202206/02/WS6297fd8aa310fd2b29e605d5.html,世卫组织表示，全球已有30个国家和地区报告550多例确诊猴痘病例。猴痘的全球公共卫生风险评估为中等。,http://img2.chinadaily.com.cn/images/202206/02/6297fd8aa310fd2bec8cddf2.jpeg
一课译词：坐立不安,http://language.chinadaily.com.cn/a/202206/01/WS62973843a310fd2b29e60559.html,“坐立不安”，汉语成语，坐着站着都不安稳，形容心情烦躁不安的样子。可以翻译为“be fidgety or restless”。,http://img2.chinadaily.com.cn/images/202206/01/629738f7a310fd2bec8cd574.jpeg
每日一词∣潮光互补智能光伏电站 solar-tidal intelligent photovoltaic power plant,http://language.chinadaily.com.cn/a/202206/01/WS62972a9aa310fd2b29e6052d.html,中国首座潮光互补型智能光伏电站——国家能源集团龙源浙江温岭潮光互补型智能光伏电站5月30日实现全容量并网发电，标志着中国在海洋能源综合利用、新能源立体式开发建设等方面取得新成效。据了解，该电站总装机容量100兆瓦。,http://img2.chinadaily.com.cn/images/202206/01/62972a9aa310fd2bec8cd1b8.jpeg
TED演讲：盲目乐观到底好不好？,http://language.chinadaily.com.cn/a/202206/01/WS62971047a310fd2b29e604e7.html,"虽然乐观有非常多的好处，但基于人内心不理性的因素，有时也会让人盲目。如果你是一个盲目乐观的人，一定要看到最后。

",http://img2.chinadaily.com.cn/images/202206/01/62971047a310fd2bec8cbe46.jpeg
我国将加快推进重大外资项目 进一步稳住和扩大外商投资,http://language.chinadaily.com.cn/a/202206/01/WS62970a38a310fd2b29e604cf.html,近日，国务院印发《扎实稳住经济的一揽子政策措施》，指出要加快推进重大外资项目，积极吸引外商投资。,http://img2.chinadaily.com.cn/images/202206/01/62970a38a310fd2bec8cbde8.jpeg
每日新闻播报（June 1）,http://language.chinadaily.com.cn/a/202206/01/WS6296ea94a310fd2b29e60459.html,今日播报内容：2022年全国高考报名1193万人；国家统计局:5月PMI有所回升；上海6月1日起全面恢复正常秩序；国办发文力促外贸保稳提质。,http://img2.chinadaily.com.cn/images/202206/01/6296ea94a310fd2bec8cafad.jpeg
加拿大将立法禁止进口、买卖和运输手枪,http://language.chinadaily.com.cn/a/202206/01/WS6296b312a310fd2b29e60218.html,加拿大总理特鲁多宣布将立法禁止进口、买卖和运输手枪，涉嫌家暴或刑事骚扰的枪支所有者将被吊销持枪许可证。,http://img2.chinadaily.com.cn/images/202206/01/6296b312a310fd2bec8c8e3d.jpeg
每日一词∣中华文明探源工程 project to trace the origins of Chinese civilization,http://language.chinadaily.com.cn/a/202206/01/WS6296b1cda310fd2b29e6020a.html,近日，中共中央政治局就深化中华文明探源工程进行第三十九次集体学习。中共中央总书记习近平在主持学习时强调，中华文明源远流长、博大精深，是中华民族独特的精神标识，是当代中国文化的根基，是维系全世界华人的精神纽带，也是中国文化创新的宝藏。,http://img2.chinadaily.com.cn/images/202206/01/6296b1cda310fd2bec8c8da2.jpeg
缓和全球通胀，中国发挥积极作用,http://language.chinadaily.com.cn/a/202205/31/WS6295e45ba310fd2b29e60145.html,得益于疫情防控得当、社会生产秩序稳定，宏观政策力度节奏把握精准，中国物价一直运行在总体合理区间，对全球物价发挥了积极作用。,http://img2.chinadaily.com.cn/images/202205/31/6295e45ba310fd2bec8c842a.jpeg
为什么发烧时会做奇怪的噩梦？,http://language.chinadaily.com.cn/a/202205/25/WS628d718aa310fd2b29e5ec0d.html,为什么发烧会引发奇怪的噩梦？对此，科学家们有一些猜测。,http://img2.chinadaily.com.cn/images/202205/25/628d718aa310fd2bec8b0cec.jpeg
一课译词：只言片语,http://language.chinadaily.com.cn/a/202205/24/WS628ca4d0a310fd2b29e5eb63.html,"“只言片语”，汉语成语，个别的词句和片段的话语。可以翻译为“just a few words，a word or two或a single sentence”等。
",http://img2.chinadaily.com.cn/images/202205/24/628ca513a310fd2bec8b02a8.jpeg
Expert opinion? 专家意见,http://language.chinadaily.com.cn/a/202205/24/WS628c9b7ba310fd2b29e5eb4b.html,Expert opinion指的是专家、内行的意见。,http://img2.chinadaily.com.cn/images/202205/24/628c9b7ba310fd2bec8b013b.jpeg
每日新闻播报（May 24）,http://language.chinadaily.com.cn/a/202205/24/WS628c8331a310fd2b29e5eabb.html,今日播报内容：到2025年人均预期寿命提高1岁左右；中国生物物种名录2022版发布；气候变化导致超级热浪发生率增加百倍；食品包装中发现3000多种潜在有害化学物质。,http://img2.chinadaily.com.cn/images/202205/24/628c8331a310fd2bec8afbc1.jpeg
每日一词∣国际茶日 International Tea Day,http://language.chinadaily.com.cn/a/202205/24/WS628c3508a310fd2b29e5e8f0.html,茶是世界三大饮品之一，全球产茶国和地区达60多个，饮茶人口超过20亿。2019年11月，联合国宣布将每年5月21日确定为“国际茶日”。,http://img2.chinadaily.com.cn/images/202205/25/628d87dda310fd2bec8b1f5b.png
调查：“差钱”让美国人感到前所未有的精神压力,http://language.chinadaily.com.cn/a/202205/24/WS628c200aa310fd2b29e5e826.html,调查显示，美国人因金钱承受的精神压力比以往任何时候都要大，87%的美国人表示压力增大是由于通货膨胀和物价上涨。,http://img2.chinadaily.com.cn/images/202205/24/628c200aa310fd2bec8ad45b.jpeg
一课译词：垂涎欲滴,http://language.chinadaily.com.cn/a/202205/23/WS628b5500a310fd2b29e5e725.html,“垂涎欲滴”，汉语成语，意思是馋得连口水都要滴下来了，形容非常想吃的样子，也比喻十分羡慕，极想得到。,http://img2.chinadaily.com.cn/images/202205/23/628b5533a310fd2bec8ac56f.jpeg
美媒：美国“奶粉荒”持续，贸易保护反噬自身,http://language.chinadaily.com.cn/a/202205/23/WS628b4bb8a310fd2b29e5e6fe.html,美国商业杂志《快公司》报道分析，美国为维护市场控制地位、严格控制配方奶粉进口而高筑关税壁垒，加剧了奶粉荒短时间难以缓解的局面。,http://img2.chinadaily.com.cn/images/202205/23/628b4bb8a310fd2bec8ac2ef.jpeg
每日新闻播报（May 23）,http://language.chinadaily.com.cn/a/202205/23/WS628b1728a310fd2b29e5e675.html,今日播报内容：新型隐形眼镜可辅助治疗青光眼；30万美国人若接种疫苗本可避免死亡。,http://img2.chinadaily.com.cn/images/202205/23/628b1728a310fd2bec8ab03d.jpeg
每日一词∣白鹤滩水电站 Baihetan hydropower station,http://language.chinadaily.com.cn/a/202205/23/WS628b04b1a310fd2b29e5e64d.html,白鹤滩水电站机组总装工作近日全部完成，标志着白鹤滩水电站建设的取得重大进展，后续机组调试工作正在有序进行，预计年内全部机组投产发电。白鹤滩水电站总装机容量1600万千瓦。,http://img2.chinadaily.com.cn/images/202205/23/628b04b1a310fd2bec8aaa77.jpeg
科学家在食品包装中发现3000多种潜在有害化学物质,http://language.chinadaily.com.cn/a/202205/23/WS628ace8aa310fd2b29e5e45c.html,科学家们已经确定了3000多种可在食品包装和其他食品相关材料中发现的潜在有害化学物质，其中三分之二是以前未发现与食品接触的化学品。,http://img2.chinadaily.com.cn/images/202205/23/628ace8aa310fd2bec8a8c46.jpeg
研究：每天一包薯片，一年后体重将增加约6.4公斤……,http://language.chinadaily.com.cn/a/202205/21/WS62882b8aa310fd2b29e5e1bc.html,如果每天一包薯片，会发生什么？,http://img2.chinadaily.com.cn/images/202205/21/62882b8aa310fd2bec8a4de2.jpeg
Don’t know the first thing? 一无所知,http://language.chinadaily.com.cn/a/202205/20/WS628763caa310fd2b29e5e130.html,Don’t know the first thing意思就是一无所知。,http://img2.chinadaily.com.cn/images/202205/20/628763caa310fd2bec8a46da.jpeg
一课译词：能说会道,http://language.chinadaily.com.cn/a/202205/20/WS628760bba310fd2b29e5e120.html,“能说会道”，汉语成语，意思是善于言辞，很会说话。与英文习语“have a silver tongue”意思相近。,http://img2.chinadaily.com.cn/images/202205/23/628b54d6a310fd2bec8ac54d.jpeg
每日新闻播报（June 16）,http://language.chinadaily.com.cn/a/202206/16/WS62aac525a310fd2b29e631f1.html,今日播报内容：我国十年培养650多万名硕士研究生；到2035年我国气候适应型社会基本建成。,http://img2.chinadaily.com.cn/images/202206/16/62aac525a310fd2bec8fc35c.jpeg
一课译词：无穷无尽,http://language.chinadaily.com.cn/a/202206/15/WS62a9d034a310fd2b29e62ec7.html,“无穷无尽”，汉语成语，意思是没有止境，没有限度，没有尽头。可以翻译为“inexhaustible，boundless”等，,http://img2.chinadaily.com.cn/images/202206/15/62a9d064a310fd2bec8f923d.jpeg
专家：中国的稳健货币政策将有助于全球通胀降温,http://language.chinadaily.com.cn/a/202206/15/WS62a9a996a310fd2b29e62ea6.html,专家指出，当前全球通胀来势汹汹，中国采取的稳健的货币政策既有利于中国经济的长期稳定发展，也有助于缓解全球通胀压力。,http://img2.chinadaily.com.cn/images/202206/15/62a9a996a310fd2bec8f900a.jpeg
每日一词∣《大公报》Ta Kung Pao,http://language.chinadaily.com.cn/a/202206/15/WS62a99f9ba310fd2b29e62e90.html,6月12日，在《大公报》创刊120周年之际，中共中央总书记、国家主席、中央军委主席习近平发来贺信。《大公报》创刊于1902年6月17日，是目前世界上仍在发行的历史最悠久的中文报纸。,http://img2.chinadaily.com.cn/images/202206/15/62a99f9ba310fd2bec8f8e98.jpeg
每日新闻播报（June 15）,http://language.chinadaily.com.cn/a/202206/15/WS62a96dbba310fd2b29e62e02.html,"今日播报内容：三部门启动实施制造业技能根基工程；民政部:未成年人文身,即使父母同意也不行。",http://img2.chinadaily.com.cn/images/202206/15/62a96dbba310fd2bec8f868b.jpeg
习近平的澳洲之行：拉近了两国人民的心,http://language.chinadaily.com.cn/a/202206/15/WS62a93f08a310fd2b29e62d30.html,习近平和彭丽媛微笑着同孩子们打招呼。“我们要播撒中澳友谊的种子，让它们生根发芽、枝繁叶茂。”,http://img2.chinadaily.com.cn/images/202206/15/62a93f08a310fd2bec8f7832.jpeg
太会玩！这个北欧城市用性感女声吸引人投放垃圾,http://language.chinadaily.com.cn/a/202206/15/WS62a92813a310fd2b29e62c11.html,为了让本地的垃圾桶“吃进”更多垃圾，瑞典马尔默市让垃圾桶发出性感女声，吸引行人把垃圾投放进垃圾桶。,http://img2.chinadaily.com.cn/images/202206/15/62a92813a310fd2bec8f6bd6.jpeg
美国家庭财富两年来首次缩水,http://language.chinadaily.com.cn/a/202206/14/WS62a8537ca310fd2b29e62af5.html,美联储发布的一份报告显示，2022年第一季度，全美家庭财富出现两年来首次下降。,http://img2.chinadaily.com.cn/images/202206/14/62a8537ca310fd2bec8f571f.jpeg
一课译词：重修旧好,http://language.chinadaily.com.cn/a/202206/14/WS62a85338a310fd2b29e62af3.html,“重修旧好”，意思是恢复旧情，重归于好，恢复以往的友谊。可以翻译为“become reconciled，mend fences”等。,http://img2.chinadaily.com.cn/images/202206/14/62a85444a310fd2bec8f5764.jpeg
